P,P_dot,S1400,DM,W,B_surf,tau_char,population_type,duty_cycle,activity_state
1.8383336649773676,6.89873960375543e-15,1.2128011648104988,247.16404118852768,0.13496328564314095,3603686682513.3594,4222023.293615654,young,,
7.874573180349078,3.757398428803769e-15,0.08930328608923292,98.78860104402119,0.7398367432844748,5504363606161.223,33205177.886384133,young,,
1.0789613252620018,2.7959298230338365e-14,0.8452200297055873,6.313197636065793,0.0314006957701151,5557968109599.897,611428.4582748198,young,,
4.258244506627799,3.135753485764211e-15,0.7002044241220562,75.22295004864745,0.06594543783387082,3697738819361.3525,21515662.259838495,young,,
0.39619970211034666,1.974118398595929e-16,0.116838857716891,18.64789463722464,0.019642809520978518,283004700379.5456,31798525.76546132,young,,
0.41291748227775205,1.2187201560842744e-17,0.36248171678622076,20.871432889559426,0.034955714652326116,71784984436.46156,536815829.8294507,young,,
1.4247465126502223,4.845260749922933e-16,0.4267831220876095,33.61842850620525,0.04549787461030445,840770289489.6863,46589332.27309784,young,,
3.1892281909348004,2.809621497870318e-15,1.2752574266337895,269.61486247749593,0.06839673544979064,3029121434500.3115,17984725.53152126,young,,
0.185736786315678,2.520304102000369e-15,1.6690840155159208,152.77409110554188,0.01658490592315194,692349551072.592,1167645.521505776,young,,
0.2776445979330755,4.992071714197338e-15,1.5275993127394205,507.92910983876163,0.02731191473021102,1191338014921.0352,881199.9210040063,young,,
1.017591637850847,1.8769904784636684e-14,0.7955634277978232,119.13610620784172,0.0843676298390646,4422499350791.74,858969.0131361883,young,,
0.6868327337890623,1.0484460001003671e-17,0.18031228606601238,33.52346967537604,0.023757718975636843,85871392282.79941,1037936907.5648092,young,,
3.773959994877622,2.135828112317418e-15,0.13024737387133414,127.855010715394,0.2628441999814195,2872974515770.1323,27996067.43507022,young,,
1.1584667978121361,1.3280998168856381e-15,7.761194950872664,42.17790696870285,0.10145770359979507,1255183242021.4216,13820345.862553842,young,,
0.20595901666932628,1.1703363307677692e-14,0.1465494746234955,54.01966507844519,0.008860327399213408,1571070690751.6694,278827.85634908703,young,,
0.057803088884457815,1.0326791017869284e-14,3.348715531694758,100.23125667103713,0.004354267645848576,781822556054.409,88685.3115030281,young,,
0.4646190042038641,2.365599613293465e-15,0.9469301110268575,109.66499642315705,0.041609502383908356,1060886891969.9303,3111872.297100405,young,,
0.16837385686743148,9.224152550302151e-16,0.7447664276241318,623.5851409247259,0.006960556038527311,398795773374.9692,2892106.0947908647,young,,
0.398619881395262,2.2217430420396917e-15,2.672451144896948,59.63529857137156,0.03224266660950383,952305670810.8049,2842700.881033119,young,,
0.5184644545291556,1.0703526616696103e-15,0.6829851239091779,99.03706150276187,0.020702136518717135,753829134684.8018,7674642.083827389,young,,
0.11819852536681685,6.806778870139303e-16,0.7377709964330804,322.0148355414251,0.0016519516183209832,287029694343.1527,2751290.531666536,young,,
0.967404741959154,9.7218560951882e-16,0.360018957626546,95.83001044311351,0.06518522724107213,981360736916.8934,15766128.460841125,young,,
0.2226287056407033,1.0557834408761168e-15,0.8861275150389332,99.29664614023703,0.017209521874449255,490600495006.10693,3340968.2805841565,young,,
0.43870416647239185,2.597801767074359e-15,0.942605319096587,113.5809675584923,0.04301863853757398,1080286283305.5413,2675665.3120637457,young,,
0.9733006663792636,9.100913313930919e-17,0.12357575917993784,39.57411819310392,0.04395831954091199,301172960156.51025,169444735.49961507,young,,
0.45541562857349455,3.6125189648961464e-15,0.8684985753732466,207.9151421395512,0.034990040665453734,1297953133751.3743,1997394.4179048706,young,,
0.2594544129069678,6.993756237378445e-16,1.010275511249875,199.445653637426,0.0034632575149469926,431058044888.3273,5877824.405712437,young,,
0.32503036733464363,4.5895083168923185e-17,1.2888712787007348,122.77766728424558,0.004764027714164137,123593328456.835,112207998.23389806,young,,
0.6859554977078551,1.266512106530626e-15,0.6110164713191513,14.920078636868233,0.022270525023368227,943197458120.81,8581291.065359756,young,,
0.6600575976201188,3.097600714761839e-16,1.7260282010457837,219.48501928125597,0.01015779653303197,457565860116.3544,33761554.57355557,young,,
2.1268503926572357,3.740993360524637e-17,3.3878060232341975,334.2484073196974,0.1329555987645263,285438084258.3234,900774413.5687646,young,,
1.1654775163956401,1.1481235249409133e-14,0.9212331163491442,38.263761202422856,0.02783479512729552,3701657528821.7417,1608352.807104186,young,,
1.6379226877072877,1.2527439387987016e-14,0.4495767900768821,77.65975383253408,0.08466405251226103,4583822929071.422,2071558.1354330892,young,,
2.322352331790764,3.4226708595950924e-16,1.1759593310554144,137.98489023330745,0.11174987229655857,902187075687.4403,107505085.41976273,young,,
0.2888375304272845,1.4054816640051965e-15,3.802370943768359,72.6083444136698,0.013837250770931892,644747077047.6603,3256075.572727361,young,,
0.6899678285761588,1.250531854653475e-16,0.330653372395462,26.640759605575138,0.05246169951976713,297243097527.9777,87417849.69098084,young,,
0.22889783826534113,1.365763159425445e-17,0.3204800618543979,136.35090655803546,0.009147637656238737,56579423857.92957,265541457.51174346,young,,
0.7298300883791892,3.0161012005006403e-14,0.18303543573029007,76.76732625760724,0.0329462310757027,4747705971792.364,383390.9804823763,young,,
1.0636760956611826,2.3369835220606776e-15,0.42288668846158806,299.4886752371682,0.07693738948943399,1595447445881.8445,7211403.334002598,young,,
0.24160354150485092,1.8212519002745743e-15,14.2511967032011,42.46063064721264,0.005268243266903601,671253611458.9384,2101838.3668486173,young,,
0.6914422454215312,4.886712941288684e-14,1.2967919820268805,30.400959935148904,0.017576266260370357,5882153418015.91,224184.26102054588,young,,
0.38280866810572506,2.9707969352565828e-15,0.2606629370792535,36.62101000278308,0.022439712720458173,1079138888943.4473,2041619.6319150284,young,,
0.8846491632813187,6.0549864390559245e-15,0.7897460932723801,11.758975791028785,0.04191284515087583,2342028098780.6973,2314855.7517691534,young,,
0.4738583125997424,5.592355250082399e-15,1.660975866151242,104.3410205812858,0.028229150337341278,1647295856486.215,1342516.9852046662,young,,
0.15380530547991705,2.247240141847664e-16,6.00348250709865,86.30600009721022,0.01178783498186804,188131006338.5881,10843959.075739812,young,,
3.9293629257533134,8.458947097097399e-16,0.4505888704638783,183.60923256765327,0.18452131169578256,1844884594466.1409,73598992.88599785,young,,
0.21506691154297058,7.46633438680451e-16,3.4329928834406975,65.66671574453811,0.007563857214266516,405499661228.9505,4563858.799915336,young,,
1.0622357122869446,7.719673596553318e-15,0.5551016415307695,53.927922405680526,0.017536079912615642,2897743206878.8486,2180158.14458625,young,,
1.702493711034672,8.458104998041716e-15,0.2725629846732502,91.6140055523182,0.1665967463471521,3839982742152.813,3189175.9578882824,young,,
4.2947617981754815,7.332069339656662e-13,0.0695941299391163,135.56757941781277,0.18558246610392962,56784891558202.266,92806.53434688764,young,,
0.7776031714414355,1.2775993053386102e-16,0.22350251811514563,89.27686029189535,0.03140886716740715,318952729755.14453,96433825.05821307,young,,
1.1699076447892165,2.256428747032335e-16,4.066023799165513,67.9802275240971,0.10581116995016351,519920066823.84247,82147810.40868655,young,,
0.0800744893963005,2.7808834800607153e-16,0.7880390449758072,26.33332647374543,0.0075425587900798145,151004004095.9657,4562232.595948431,young,,
0.49711964011858073,1.1360547165656058e-14,0.11948141946288499,69.7524733544286,0.023164403006712367,2404806093094.844,693310.3916762953,young,,
0.2655490933155153,4.218485044116797e-15,2.6315324048821234,11.415216717457369,0.020451900278086105,1071027560671.248,997365.5115422565,young,,
0.596938281863788,1.493284473968862e-16,20.38158632189777,331.1247682763027,0.028553341571552576,302124516757.9485,63336333.515142776,young,,
0.2403531385148327,6.482829829855919e-14,5.054448198636839,48.1859940843372,0.010375785983697405,3994451827183.515,58742.33598234643,young,,
0.10586065300976129,3.7335084388360275e-17,0.5101677876820905,45.461278530148284,0.002387478682063906,63617387618.88133,44924522.3839588,young,,
0.23695979015966512,5.062501900591237e-16,0.06897851280256025,128.32752645994393,0.0199429113410595,350485379632.3227,7416098.587633525,young,,
0.11270380151541799,1.0149396660237527e-15,7.67147763396792,12.210616878786338,0.011114528238847768,342246782421.30725,1759399.1440826561,young,,
0.4518797997775083,2.854559879078162e-14,0.639298076453864,13.647196778847562,0.03854605280910445,3634385749104.5254,250812.86403702418,young,,
0.4651106576210245,2.042580858993801e-14,0.0994796922817408,38.38269578014528,0.03129435924086433,3119017078517.5596,360780.51199393196,young,,
4.859069797320188,1.524261279186774e-16,0.021159424119348458,156.55444610723595,0.27528243775707145,870875866676.7151,505079517.9751819,young,,
0.1492148130492978,5.14217442804539e-16,1.050410528225672,103.7492848731133,0.004862804798071015,280304035334.92285,4597599.872606193,young,,
0.18392353221546803,1.7163623326759667e-14,0.4746973965843199,280.8396434715803,0.0023331268947182453,1797931391722.833,169783.06179743112,young,,
0.8619776256662889,1.2572876319742871e-15,0.3064613561714841,115.71502528248395,0.024417988000212495,1053453320833.7794,10862439.906829586,young,,
0.378120709266617,2.6947667145547492e-14,0.6279281982378476,229.75368713702824,0.021796757305406245,3230173109679.24,222318.35829846998,young,,
0.35820067921368703,2.579167627485047e-15,1.8581456878015166,20.460844160220347,0.004382437659424355,972641879765.8284,2200456.9336651107,young,,
0.3179302159792984,1.7608935519567947e-16,9.581903490095359,469.8495590236075,0.020208696854196777,239432131867.2876,28606500.919631932,young,,
0.09103496520195799,2.4602955676302577e-15,1.1334620130961044,139.27770384592262,0.001384112490707283,478903196375.8543,586255.5721801474,young,,
2.5903115349319092,2.6423947361109828e-14,0.19964552191635856,302.1435636754944,0.18937201202236079,8371915299587.447,1553174.8202280505,young,,
0.43350906619257706,8.443934416926642e-16,3.506019010843276,318.61624854204223,0.03221824225541669,612239712453.4629,8134284.729965953,young,,
2.0828331621382614,5.271990298353514e-16,0.06180143256543139,111.71074048525001,0.11232878066931253,1060387309111.8665,62595904.40105844,young,,
0.26818158511660206,2.6685460563979387e-17,1.8691626988426902,135.8322026607735,0.0035977156779534933,85605527230.08788,159228310.84188536,young,,
0.5395063109987417,6.389943097784148e-14,5.144881444353219,102.06882390434433,0.050892558824575815,5941508713494.962,133772.10952848173,young,,
4.61756252662668,3.4281286303354175e-15,0.11201794092637415,29.95278870699329,0.1551303294760069,4026103408891.8164,21341341.38604349,young,,
2.591126480653337,2.890804495271539e-13,0.5865226534578261,48.894912026600764,0.049727026639535314,27695145134055.438,142015.55932008155,young,,
0.1571034396503026,1.0060708252345208e-14,0.8372131954844783,33.662514415443916,0.013407186344262466,1272205013621.5842,247413.37620859419,young,,
0.7078084104911203,1.3408167087397147e-16,0.4895810195317177,52.801843095207715,0.06526319447073237,311740009561.4845,83639676.1800233,young,,
0.13636041053043263,3.601794047077849e-15,0.22153289896819855,347.4244096092576,0.008280807946000666,709175243267.3734,599840.0528690742,young,,
0.09133552552935074,6.277572024999985e-16,1.4063127958114225,96.74438649577075,0.0013752356967811712,242306852587.90463,2305228.949973343,young,,
0.3520354392005985,4.850168786631164e-16,0.05726993951446747,96.45617553543634,0.029481312443089012,418139886900.86786,11499939.900841158,young,,
1.5250298481892708,5.501641407091142e-15,0.509089425059391,290.62525888200565,0.07725018380744825,2931131415764.971,4391896.5425618,young,,
0.32907182080441494,2.5228030810526006e-14,0.2102826663154245,104.40481863586692,0.03177009373774498,2915660825773.256,206668.0676167147,young,,
0.985993480288236,3.3420494649669274e-14,0.2041430462169504,1049.8716943488716,0.02933209040922426,5808893800764.801,467441.43548669526,young,,
1.010437790141801,2.7093527909590924e-14,0.0774760507792169,136.0082061273447,0.013461995611739443,5294653553854.7705,590894.6507717861,young,,
7.690539583893273,9.890185367931046e-16,0.6657409012764771,13.408087635776482,0.24025918770536245,2790812117532.3594,123202187.120713,young,,
1.1023321282557677,4.8039451282003127e-14,2.38428640939671,72.91143536681051,0.10311068264405743,7363855030190.104,363563.658079086,young,,
2.1296899620995853,7.752956930563296e-17,2.813988852024821,135.9466344375821,0.1613658857074,411189348364.5914,435226218.46142787,young,,
0.8161606520690226,4.770892770859238e-17,0.2688306703807439,72.05409782718606,0.051272482739808854,199681409092.8708,271045396.06389505,young,,
0.7102768385721696,2.1942006339452136e-15,12.07838568275712,49.32299136032751,0.055135347373952565,1263286842652.5215,5128818.779091592,young,,
0.12000895430500395,5.914892016849163e-16,0.2174226991312744,200.3762376439897,0.006859232084384015,269606410514.9471,3214643.878243205,young,,
1.950522999290872,2.9691494125826354e-16,0.8312741612861171,368.82362722014045,0.12858964614868204,770090103740.8009,104084260.3320692,young,,
0.37293827121742845,8.584574985006857e-16,1.681783254517461,693.6731053391417,0.01742614751202861,572569030889.8933,6883101.7890751045,young,,
0.5795486051670208,1.4482159800767493e-14,1.3501682858906232,29.286616510485526,0.010697096939728262,2931646343718.3003,634048.6276106859,young,,
0.0400677302957817,5.642137029290292e-15,0.8581213770524482,83.6966450228774,0.00043298268290119365,481137452061.46765,112516.74228490572,young,,
0.30785767816385884,8.669899432355566e-16,0.9817100767487996,62.609772699585264,0.00850046051027564,522795695446.9845,5626029.007598837,young,,
1.4556264923772717,1.0280577083638717e-14,3.962896285642951,78.27194959752683,0.04875223821067707,3914566730623.978,2243357.534290869,young,,
0.32065091765988785,6.9763996462737425e-15,14.669970856282676,276.594367714579,0.005411340525300989,1513498160984.9243,728227.6640991045,young,,
0.4123725083230905,5.096266609561861e-15,9.030432543915342,336.49968645310815,0.0066687333338890965,1466968878587.7754,1282045.9815932692,young,,
0.2674765598339915,1.378897025039117e-18,0.4651054150862003,67.45669686430342,0.0245374593034895,19433846140.322693,3073405976.77098,young,,
0.06581414841921653,4.449473202148754e-14,58.44570184660336,54.21476061623169,0.0012352088998229505,1731665119665.6638,23435.63406007839,young,,
0.08174717615833728,1.239023479933146e-15,0.4006737453406604,84.0100494868871,0.0056007167106163795,322052093262.3988,1045344.0707976158,young,,
0.22932221962683388,5.763806525164356e-16,0.1681265509777516,116.0048087426194,0.012139073432651401,367898268491.5392,6303805.134260585,young,,
0.7627444861234186,8.528675339276524e-16,0.3603833522411316,33.12403690365386,0.05298695568174529,816169399763.629,14169793.83928312,young,,
0.10082916680831241,8.127570288701796e-16,2.3968693307168283,197.77582368716457,0.009909654244955666,289683283562.4204,1965583.426869091,young,,
0.18558994510325064,8.007826854853533e-16,1.268447816916874,390.0948915299396,0.008145096271633716,390107713061.653,3672026.4963447344,young,,
0.39417612575965805,1.6652291765640618e-16,7.6663091736012525,85.31238622767961,0.019212273965394395,259257985675.9762,37504410.39304371,young,,
0.4243347645807491,5.1843078944464455e-14,0.30623591295002245,67.19600740556398,0.01184164960517987,4746239816509.221,129683.24370726648,young,,
0.06733158019852399,4.3544241041521626e-15,14.43722781200921,84.58667884330022,0.0015107337335744965,547929577524.3365,244993.2499631418,young,,
0.042645542625806894,8.65404373876839e-15,2.0222813214248943,112.59348928865997,0.0038426672690626104,614746894693.0748,78076.5466639416,young,,
2.3507039708698416,1.2474323574854598e-17,0.311481314683097,49.38091387501775,0.15504015002953073,173283595785.63055,2985705533.7198253,young,,
0.1304521071369856,7.678776374050839e-18,0.982412580902821,36.67164844090598,0.010089240910403172,32027389210.270027,269169046.2852476,young,,
0.15763721499010397,6.131877762622972e-15,1.326985992405267,31.37004383572319,0.007689949192124429,994892368226.5668,407315.8422868347,young,,
0.3058327698145185,5.195459965057815e-14,0.1646785860364396,516.6524470398526,0.024270322269318457,4033703654771.693,93266.58016295888,young,,
0.16488012482799924,2.0706539074417828e-15,20.365431376025754,213.95335973142718,0.00251342717671433,591272785546.7522,1261614.9554400102,young,,
0.32303403013424187,4.181169869238071e-15,3.2958797403002063,24.354372392733442,0.025049984005650904,1176042515056.618,1224098.8806894473,young,,
0.6304333269849222,2.0979392596894487e-16,4.830978957972999,214.97923887681557,0.027269045002345376,368015419127.1696,47611546.74550923,young,,
0.023474113976342904,1.2728272032994533e-15,0.08202771984463399,140.6347094842273,0.001195647350084208,174915907288.78757,292203.75833838753,young,,
0.5296012498162281,5.167306508886612e-16,1.2099796769345248,58.427358491889194,0.020964065864421944,529366666209.4278,16238683.424076688,young,,
2.076856199046521,4.8438500553182975e-15,0.09004140853767476,162.5764702632123,0.05570301119265136,3209582454929.4556,6793315.323648262,young,,
0.08120762455879182,1.9556084326337568e-16,1.283670427251712,162.5618131276034,0.006467994446209959,127523238255.02605,6579318.986475283,young,,
0.2654282932465464,3.57835927203305e-18,0.38585746566060897,268.8428752470575,0.025677627786598333,31186422386.343952,1175247428.403928,young,,
0.28340822720572184,1.3492750663134938e-15,0.78939133716942,163.00021510525323,0.006318609278299472,625758060488.3591,3327959.218667794,young,,
0.5664917425916601,3.919008447361378e-15,7.263729815086181,40.044124974096356,0.01675087684559675,1507769208720.962,2290252.793057008,young,,
0.3946609172598547,5.0908263897891376e-14,4.543399669124896,14.442361172386596,0.010431283431976055,4535823869714.709,122829.27019451444,young,,
0.9593151936675304,8.3381387582498e-17,0.8302238923555669,88.6202811915444,0.02320161701636705,286197080251.3869,182288067.99474338,young,,
2.1414956155166878,1.094703596171546e-16,0.12411586693907722,27.851523142693306,0.05879681301008408,489955734972.8154,309946461.10222864,young,,
0.07182516728561676,1.0647889202288254e-15,9.196795902620327,237.16497888233565,0.006446412621832844,279846618230.362,1068757.4621432133,young,,
0.7193125418755885,1.4882566620601428e-14,4.30120250938181,104.97314531072628,0.05567372996676035,3310912567451.69,765783.2003632212,young,,
0.4772306504000776,3.1900208140228384e-15,0.5394175032605659,102.41393678216016,0.02374580874300445,1248564265408.3472,2370286.5340168816,young,,
0.34935544407413566,1.174489499455693e-15,3.422594192460129,110.95837216073126,0.008040256524418084,648198923061.5698,4712858.64848548,young,,
2.063708109803981,9.248006521444516e-17,1.1069859830017537,101.60373274184917,0.13581260039014093,442077261609.47205,353562487.5174597,young,,
4.571816451785309,4.4026195818346337e-17,1.4469518738220912,19.369415905493774,0.1440747223610516,453993831262.3658,1645294562.713784,young,,
0.433913400907165,1.505024567569022e-15,73.95645451891731,110.7859224490877,0.008193124250584997,817755181242.048,4567993.854691548,young,,
1.014657462599556,6.689233707469189e-17,7.465713703524911,279.4450440842552,0.03952399626883236,263631857747.97122,240330628.15635386,young,,
0.16229101541530555,1.3833331503104088e-15,2.7629077637816946,90.34485882224716,0.011633370812767663,479469084113.2997,1858804.5644515024,young,,
0.06398000759839781,2.6978681835487353e-17,4.192393517240285,187.28746351183838,0.000737915447861252,42041914552.99271,37574187.49150028,young,,
0.07115219817195235,7.955258525434489e-17,1.2493132444819122,59.11787068049843,0.00611584206701773,76132709807.11826,14170985.748768447,young,,
0.2901947358560489,6.294714153763211e-15,6.474263540547119,79.06205236214346,0.01601029581266653,1367674501117.873,730431.6008915096,young,,
0.3897548702798379,3.542302080105538e-15,0.5252943325480751,110.5988795957125,0.012183232089341004,1189018332671.4937,1743299.4527396427,young,,
0.08428169869550223,5.61532092150074e-15,13.003166972425944,64.03149269949904,0.0071318670587060635,696151734069.594,237807.05561747582,young,,
0.13983997192306805,3.8417407785706467e-14,1.979397018394019,274.330032447469,0.011466466225575251,2345468858786.425,57672.57039995048,young,,
1.430355778739784,8.096841855465028e-17,0.002881867884685814,25.959877347181617,0.1071020148520988,344373594899.59033,279894558.46551704,young,,
0.18863669244540307,2.325383376313707e-16,0.2993595980635003,532.157141280694,0.013719568996287162,211938739230.45544,12852796.953923654,young,,
1.103408536732455,1.8126189056067615e-15,0.39312452071490495,448.76530933802826,0.07436624071172593,1431104676280.5579,9644858.745148906,young,,
0.06041529144401814,9.991050094827134e-17,3.6699186021212067,595.6948131864151,0.001898952130571098,78619265844.33517,9580800.028114175,young,,
0.7110869991505007,4.314386505428488e-15,1.6954579866560162,36.93859256873369,0.007500172633782983,1772437263487.8372,2611377.9148140443,young,,
1.0526676575177256,3.0662408014626153e-15,6.518604284603827,106.11492102494933,0.09311659575577685,1818020380079.8237,5439400.772845097,young,,
0.8287021319964037,6.109765081699958e-15,0.14367233866912077,46.161192686426105,0.05312538218356191,2276991778110.4927,2149017.6446414674,young,,
4.297383881772587,2.459148937555274e-16,11.170509358628431,471.73896404961357,0.316314675342236,1040266157062.6671,276876027.5894057,young,,
1.0080166195533544,7.620953997473681e-15,6.188649558954,414.82195099591405,0.014035303052911084,2804713433699.8433,2095677.2058324986,young,,
0.8450124221963594,2.6361001507048953e-15,1.9005211801540371,124.97195504959214,0.07823968924752063,1510297411261.5422,5078871.4972273335,young,,
0.18604175228851016,1.4939455157776942e-15,0.39171787694136906,103.47000009717647,0.004673793554370236,533485436892.8327,1973066.3940998034,young,,
0.5330741029519341,4.932004681001099e-16,1.5106634530358367,237.2964471493334,0.025007430329894234,518866355277.0893,17124982.718281645,young,,
1.1184438792919202,2.095569525310558e-16,1.6420356907713345,92.59039792738658,0.05847362280380782,489900760872.58844,84562567.44049866,young,,
0.43801616580053376,1.6025758636008186e-15,9.635053993023297,254.0088503678101,0.01311381199153461,847821345817.15,4330495.373449879,young,,
0.17756080514717143,1.2107327069967942e-13,0.7097735445414232,46.40860657471133,0.014693189316707014,4691888345377.6045,23236.187282781277,young,,
0.575917610013816,5.148591380409268e-14,0.3469288660795198,448.1442289929211,0.03445768748811612,5510288911998.057,177230.29904067458,young,,
2.743700911994445,5.2841173447307184e-15,0.11015378319447128,56.90383089898496,0.25535131476292017,3853049503924.274,8226788.862042382,young,,
0.4262612225579225,2.7642828786327395e-15,0.4659619779658824,230.47662573683826,0.011639027639685634,1098447066419.7391,2443202.0247529396,young,,
0.8028968880039495,2.3061519297320704e-15,5.845681431854976,20.84609881175929,0.04251294049082397,1376967922876.0889,5516173.233138983,young,,
0.03391763170024995,4.8950755544285214e-15,1.125622234399913,21.108624340984612,0.0008346746460669903,412327630259.2436,109782.25768027894,young,,
0.14243678166679496,1.556877372834755e-16,3.616915934458613,38.899570553147875,0.013258104678338845,150691327187.37064,14495519.442185799,young,,
0.20527608586571042,5.457099570644799e-16,4.964993665304974,17.353088809814118,0.017977896391151063,338688223740.12463,5959948.641970798,young,,
0.407694942499777,4.453971867778196e-14,51.45926767943166,37.14814184688864,0.008468913601241983,4312125331942.664,145028.6791518614,young,,
0.3204190125660329,9.174916958405989e-16,0.43820751347080333,217.32987481111508,0.021289469106347356,548668703332.0111,5533273.954144276,young,,
0.6927664625325015,9.686593742951616e-16,1.450308260246562,89.51846391867787,0.023161492395149683,828951169614.0558,11331353.973277578,young,,
4.208096215480786,3.787569136040918e-15,0.059245051032629246,202.18410380826762,0.08517505434937012,4039923053175.581,17603179.983854093,young,,
0.3432696988815864,4.652133238357633e-14,0.10464632686552826,231.13156491301694,0.028605869343599336,4043838336171.9062,116909.38118847976,young,,
0.49305505604542166,2.777031540926956e-16,2.731617944081587,111.23090538084494,0.012879744553292025,374445049194.2554,28130706.624785222,young,,
0.28923852962466134,6.352797658971717e-15,10.510228916980415,95.51495174787385,0.027375143974039715,1371704496740.1636,721368.4755883146,young,,
0.41597937602949,1.0183122584313478e-17,2.6059252201062457,167.7286732324859,0.005323233303037047,65860703261.82554,647227355.2295707,young,,
1.1063710760812253,1.350094209640672e-15,0.2162432487004334,28.786965527130416,0.03329724574035551,1236751433367.2432,12983828.670406075,young,,
0.9606919115515179,1.8162105454191265e-16,0.9564650551911703,156.23994827094032,0.01980312935853493,422693083855.7138,83807710.87431008,young,,
0.18260850368993975,2.0853662919370773e-17,1.2310004283572091,81.82870622745814,0.012595723622894357,62445572545.47782,138740956.993704,young,,
0.08545697166572146,7.411764881507334e-15,0.005262875293076152,37.652937313476635,0.004061336937951826,805349780547.1166,182680.37813914331,young,,
0.15210747070253108,2.8513486747020345e-15,11.035192614924828,69.52585479838774,0.013528877278400317,666423671128.164,845213.1672909714,young,,
0.24628072180821362,7.728804026739614e-15,2.8232075093274425,884.6077972782143,0.007921322785140416,1396115455413.961,504875.341162796,young,,
0.6078313111944729,1.757089706554358e-13,0.3054257641535507,10.528404952209142,0.014359159948643578,10457755397725.445,54809.415516460846,young,,
0.39133374050542985,1.53366613626512e-16,1.0532034311781333,76.95434075091582,0.03506166137189602,247907142521.17203,40428022.89397627,young,,
1.7449111005976092,4.725240911526467e-16,0.06872569120260655,118.16927787235826,0.08316058832096881,918858439978.0518,58508018.129332624,young,,
3.4176062370855806,5.738961774895191e-16,1.5559842891536242,140.77360950075249,0.21149011362654374,1417188619543.2207,94352786.09824747,young,,
0.5675379332229412,2.4021303861328e-16,0.16834247015270154,125.10985677884132,0.0402240305360674,373633418932.2608,37433837.83324495,young,,
1.3550694289343248,1.3937497625959452e-16,0.9256104853850906,208.38262690353378,0.02859585640474343,439767524898.70325,154043287.43417814,young,,
0.07436479099221711,4.267431912021533e-15,4.471224402428177,93.74582110854486,0.004872151720533096,570055262745.6945,276100.2490274055,young,,
0.3544772321937399,6.527321528406341e-17,0.10985866738665113,205.9540909887175,0.014628897067397579,153925883264.79617,86043759.39614275,young,,
0.878935429959861,7.769913915682499e-15,1.3613243877728987,74.27024407777684,0.04818934057020654,2644457352900.413,1792283.89076579,young,,
0.04779492769883616,2.9971104329508437e-15,12.102173405567152,87.84031258285182,0.0013453149978908487,382994251501.34125,252665.00849198518,young,,
0.829445413619797,3.7676601333433504e-15,0.2211153891783536,43.59657490448884,0.06992267573441314,1788873964175.2603,3488045.388054173,young,,
1.0161231392411467,1.3251201898234133e-14,0.27018390807233106,30.118202843841168,0.01771688724759612,3713220884955.426,1214946.369145243,young,,
0.4947933798160316,9.117792330663422e-15,0.23816700978873384,46.26584089859758,0.028213192734142366,2149348143637.889,859805.5044904582,young,,
